gene_id,group
ENSG00000155269,downregulated
ENSG00000250891,downregulated
ENSG00000251138,downregulated
ENSG00000110318,downregulated
ENSG00000119547,downregulated
ENSG00000183775,downregulated
ENSG00000119946,downregulated
ENSG00000188452,downregulated
ENSG00000160271,downregulated
ENSG00000142197,downregulated
ENSG00000134986,downregulated
ENSG00000149403,downregulated
ENSG00000170364,downregulated
ENSG00000215424,downregulated
ENSG00000108352,downregulated
ENSG00000131981,downregulated
ENSG00000250697,downregulated
ENSG00000165533,downregulated
ENSG00000162729,downregulated
ENSG00000197712,downregulated
ENSG00000124209,downregulated
ENSG00000134146,downregulated
ENSG00000183891,downregulated
ENSG00000228222,downregulated
ENSG00000277304,downregulated
ENSG00000152256,downregulated
ENSG00000173218,downregulated
ENSG00000125447,downregulated
ENSG00000074621,downregulated
ENSG00000118454,downregulated
ENSG00000080493,downregulated
ENSG00000236451,downregulated
ENSG00000232284,downregulated
ENSG00000188517,downregulated
ENSG00000176658,downregulated
ENSG00000101639,downregulated
ENSG00000260456,downregulated
ENSG00000158769,downregulated
ENSG00000101265,downregulated
ENSG00000155754,downregulated
ENSG00000076555,downregulated
ENSG00000138036,downregulated
ENSG00000078295,downregulated
ENSG00000109066,downregulated
ENSG00000091127,downregulated
ENSG00000121879,downregulated
ENSG00000134824,downregulated
ENSG00000187164,downregulated
ENSG00000186687,downregulated
ENSG00000141385,downregulated
ENSG00000120693,downregulated
ENSG00000108175,downregulated
ENSG00000079739,downregulated
ENSG00000236383,downregulated
ENSG00000163661,downregulated
ENSG00000187123,downregulated
ENSG00000169570,downregulated
ENSG00000104381,downregulated
ENSG00000157064,downregulated
ENSG00000127863,downregulated
ENSG00000058600,downregulated
ENSG00000087258,downregulated
ENSG00000144218,downregulated
ENSG00000125827,downregulated
ENSG00000040731,downregulated
ENSG00000125375,downregulated
ENSG00000120860,downregulated
ENSG00000203867,downregulated
ENSG00000184349,downregulated
ENSG00000123131,downregulated
ENSG00000153832,downregulated
ENSG00000134905,downregulated
ENSG00000126001,downregulated
ENSG00000100345,downregulated
ENSG00000142920,downregulated
ENSG00000100324,downregulated
ENSG00000183850,downregulated
ENSG00000118257,downregulated
ENSG00000127419,downregulated
ENSG00000135636,downregulated
ENSG00000184897,downregulated
ENSG00000255250,downregulated
ENSG00000107669,downregulated
ENSG00000111907,downregulated
ENSG00000144741,downregulated
ENSG00000235897,downregulated
ENSG00000128510,downregulated
ENSG00000246640,downregulated
ENSG00000186854,downregulated
ENSG00000143771,downregulated
ENSG00000040487,downregulated
ENSG00000134882,downregulated
ENSG00000178209,downregulated
ENSG00000140391,downregulated
ENSG00000139370,downregulated
ENSG00000136147,downregulated
ENSG00000156535,downregulated
ENSG00000082516,downregulated
ENSG00000063601,downregulated
ENSG00000100300,downregulated
ENSG00000157600,downregulated
ENSG00000116266,downregulated
ENSG00000166224,downregulated
ENSG00000168916,downregulated
ENSG00000113391,downregulated
ENSG00000259518,downregulated
ENSG00000156011,downregulated
ENSG00000186106,downregulated
ENSG00000197321,downregulated
ENSG00000102893,downregulated
ENSG00000183780,downregulated
ENSG00000145725,downregulated
ENSG00000144460,downregulated
ENSG00000049192,downregulated
ENSG00000247809,downregulated
ENSG00000162526,downregulated
ENSG00000146122,downregulated
ENSG00000204387,downregulated
ENSG00000115290,downregulated
ENSG00000223773,downregulated
ENSG00000151322,downregulated
ENSG00000147394,downregulated
ENSG00000139428,downregulated
ENSG00000166450,downregulated
ENSG00000197977,downregulated
ENSG00000118816,downregulated
ENSG00000197183,downregulated
ENSG00000136231,downregulated
ENSG00000047849,downregulated
ENSG00000248752,downregulated
ENSG00000135709,downregulated
ENSG00000139684,downregulated
ENSG00000141449,downregulated
ENSG00000088179,downregulated
ENSG00000163453,downregulated
ENSG00000075142,downregulated
ENSG00000154222,downregulated
ENSG00000137601,downregulated
ENSG00000196155,downregulated
ENSG00000182985,downregulated
ENSG00000126870,downregulated
ENSG00000171160,downregulated
ENSG00000171940,downregulated
ENSG00000107560,downregulated
ENSG00000100304,downregulated
ENSG00000105245,downregulated
ENSG00000141905,downregulated
ENSG00000119787,downregulated
ENSG00000026751,downregulated
ENSG00000115107,downregulated
ENSG00000166619,downregulated
ENSG00000136275,downregulated
ENSG00000120942,downregulated
ENSG00000011105,downregulated
ENSG00000187118,downregulated
ENSG00000072422,downregulated
ENSG00000242861,downregulated
ENSG00000228614,downregulated
ENSG00000112182,downregulated
ENSG00000131844,downregulated
ENSG00000225361,downregulated
ENSG00000105186,downregulated
ENSG00000175216,downregulated
ENSG00000070808,downregulated
ENSG00000278189,downregulated
ENSG00000273730,downregulated
ENSG00000275757,downregulated
ENSG00000277739,downregulated
ENSG00000274917,downregulated
ENSG00000276700,downregulated
ENSG00000114054,downregulated
ENSG00000058063,downregulated
ENSG00000170473,downregulated
ENSG00000085224,downregulated
ENSG00000135205,downregulated
ENSG00000228439,downregulated
ENSG00000154175,downregulated
ENSG00000049246,downregulated
ENSG00000064393,downregulated
ENSG00000134769,downregulated
ENSG00000140463,downregulated
ENSG00000198416,downregulated
ENSG00000102271,downregulated
ENSG00000172260,downregulated
ENSG00000281357,downregulated
ENSG00000181031,downregulated
ENSG00000257126,downregulated
ENSG00000106733,downregulated
ENSG00000008282,downregulated
ENSG00000167315,downregulated
ENSG00000196743,downregulated
ENSG00000154027,downregulated
ENSG00000166435,downregulated
ENSG00000166444,downregulated
ENSG00000150054,downregulated
ENSG00000174606,downregulated
ENSG00000129103,downregulated
ENSG00000233818,downregulated
ENSG00000063660,downregulated
ENSG00000117174,downregulated
ENSG00000187325,downregulated
ENSG00000185760,downregulated
ENSG00000047617,downregulated
ENSG00000149474,downregulated
ENSG00000131389,downregulated
ENSG00000050438,downregulated
ENSG00000042317,downregulated
ENSG00000236098,downregulated
ENSG00000078070,downregulated
ENSG00000222000,downregulated
ENSG00000183230,downregulated
ENSG00000109063,downregulated
ENSG00000168904,downregulated
ENSG00000083290,downregulated
ENSG00000275110,downregulated
ENSG00000233184,downregulated
ENSG00000169760,downregulated
ENSG00000029153,downregulated
ENSG00000247675,downregulated
ENSG00000141956,downregulated
ENSG00000170854,downregulated
ENSG00000183621,downregulated
ENSG00000125772,downregulated
ENSG00000264063,downregulated
ENSG00000141338,downregulated
ENSG00000121578,downregulated
ENSG00000066933,downregulated
ENSG00000281641,downregulated
ENSG00000144821,downregulated
ENSG00000145934,downregulated
ENSG00000104290,downregulated
ENSG00000170558,downregulated
ENSG00000100599,downregulated
ENSG00000132170,downregulated
ENSG00000139329,downregulated
ENSG00000125170,downregulated
ENSG00000223685,downregulated
ENSG00000163517,downregulated
ENSG00000267374,downregulated
ENSG00000155016,downregulated
ENSG00000126106,downregulated
ENSG00000164176,downregulated
ENSG00000006756,downregulated
ENSG00000092969,downregulated
ENSG00000141401,downregulated
ENSG00000101464,downregulated
ENSG00000178694,downregulated
ENSG00000110328,downregulated
ENSG00000170191,downregulated
ENSG00000100554,downregulated
ENSG00000240521,downregulated
ENSG00000088543,downregulated
ENSG00000136874,downregulated
ENSG00000101849,downregulated
ENSG00000142687,downregulated
ENSG00000102383,downregulated
ENSG00000253500,downregulated
ENSG00000184787,downregulated
ENSG00000054611,downregulated
ENSG00000083544,downregulated
ENSG00000115271,downregulated
ENSG00000133101,downregulated
ENSG00000146281,downregulated
ENSG00000106459,downregulated
ENSG00000243089,downregulated
ENSG00000100027,downregulated
ENSG00000075651,downregulated
ENSG00000246859,downregulated
ENSG00000135124,downregulated
ENSG00000150540,downregulated
ENSG00000169174,downregulated
ENSG00000085491,downregulated
ENSG00000213047,downregulated
ENSG00000102452,downregulated
ENSG00000254303,downregulated
ENSG00000101938,downregulated
ENSG00000140451,downregulated
ENSG00000169604,downregulated
ENSG00000258565,downregulated
ENSG00000163751,downregulated
ENSG00000156795,downregulated
ENSG00000163626,downregulated
ENSG00000274210,downregulated
ENSG00000144331,downregulated
ENSG00000184675,downregulated
ENSG00000100982,downregulated
ENSG00000136044,downregulated
ENSG00000175003,downregulated
ENSG00000277726,downregulated
ENSG00000126785,downregulated
ENSG00000148180,downregulated
ENSG00000176055,downregulated
ENSG00000067066,downregulated
ENSG00000156869,downregulated
ENSG00000197415,downregulated
ENSG00000215374,downregulated
ENSG00000075303,downregulated
ENSG00000153814,downregulated
ENSG00000129003,downregulated
ENSG00000181381,downregulated
ENSG00000165102,downregulated
ENSG00000162618,downregulated
ENSG00000116711,downregulated
ENSG00000169116,downregulated
ENSG00000204767,downregulated
ENSG00000198624,downregulated
ENSG00000164761,downregulated
ENSG00000134516,downregulated
ENSG00000159921,downregulated
ENSG00000162976,downregulated
ENSG00000151743,downregulated
ENSG00000145416,downregulated
ENSG00000267322,downregulated
ENSG00000078269,downregulated
ENSG00000116127,downregulated
ENSG00000157657,downregulated
ENSG00000141384,downregulated
ENSG00000258751,downregulated
ENSG00000162105,downregulated
ENSG00000179241,downregulated
ENSG00000162512,downregulated
ENSG00000154511,downregulated
ENSG00000146530,downregulated
ENSG00000134259,downregulated
ENSG00000139209,downregulated
ENSG00000101220,downregulated
ENSG00000141639,downregulated
ENSG00000283199,downregulated
ENSG00000165757,downregulated
ENSG00000158079,downregulated
ENSG00000112137,downregulated
ENSG00000189362,downregulated
ENSG00000233080,downregulated
ENSG00000101846,downregulated
ENSG00000187398,downregulated
ENSG00000173599,downregulated
ENSG00000226472,downregulated
ENSG00000247708,downregulated
ENSG00000172059,downregulated
ENSG00000137198,downregulated
ENSG00000032389,downregulated
ENSG00000021826,downregulated
ENSG00000082482,downregulated
ENSG00000162687,downregulated
ENSG00000133106,downregulated
ENSG00000100526,downregulated
ENSG00000258526,downregulated
ENSG00000129038,downregulated
ENSG00000229981,downregulated
ENSG00000118246,downregulated
ENSG00000148848,downregulated
ENSG00000152620,downregulated
ENSG00000162542,downregulated
ENSG00000186615,downregulated
ENSG00000206129,downregulated
ENSG00000184465,downregulated
ENSG00000184178,downregulated
ENSG00000253524,downregulated
ENSG00000167632,downregulated
ENSG00000116151,downregulated
ENSG00000151466,downregulated
ENSG00000136213,downregulated
ENSG00000251555,downregulated
ENSG00000106683,downregulated
ENSG00000166401,downregulated
ENSG00000227036,downregulated
ENSG00000106799,downregulated
ENSG00000276216,downregulated
ENSG00000226674,downregulated
ENSG00000273723,downregulated
ENSG00000197818,downregulated
ENSG00000140374,downregulated
ENSG00000178662,downregulated
ENSG00000259712,downregulated
ENSG00000137962,downregulated
ENSG00000105339,downregulated
ENSG00000082146,downregulated
ENSG00000155189,downregulated
ENSG00000179136,downregulated
ENSG00000135298,downregulated
ENSG00000107771,downregulated
ENSG00000112685,downregulated
ENSG00000258057,downregulated
ENSG00000174705,downregulated
ENSG00000139173,downregulated
ENSG00000228065,downregulated
ENSG00000119979,downregulated
ENSG00000064692,downregulated
ENSG00000136878,downregulated
ENSG00000008513,downregulated
ENSG00000071051,downregulated
ENSG00000115137,downregulated
ENSG00000105928,downregulated
ENSG00000111962,downregulated
ENSG00000198087,downregulated
ENSG00000076685,downregulated
ENSG00000164323,downregulated
ENSG00000229401,downregulated
ENSG00000172296,downregulated
ENSG00000103876,downregulated
ENSG00000184384,downregulated
ENSG00000108176,downregulated
ENSG00000065882,downregulated
ENSG00000138376,downregulated
ENSG00000237527,downregulated
ENSG00000263004,downregulated
ENSG00000054690,downregulated
ENSG00000070159,downregulated
ENSG00000249776,downregulated
ENSG00000159792,downregulated
ENSG00000178974,downregulated
ENSG00000119397,downregulated
ENSG00000165516,downregulated
ENSG00000259546,downregulated
ENSG00000124098,downregulated
ENSG00000118564,downregulated
ENSG00000124143,downregulated
ENSG00000108187,downregulated
ENSG00000134278,downregulated
ENSG00000251003,downregulated
ENSG00000154767,downregulated
ENSG00000115365,downregulated
ENSG00000005700,downregulated
ENSG00000260007,downregulated
ENSG00000162520,downregulated
ENSG00000163029,downregulated
ENSG00000035499,downregulated
ENSG00000135622,downregulated
ENSG00000163788,downregulated
ENSG00000127995,downregulated
ENSG00000145623,downregulated
ENSG00000257261,downregulated
ENSG00000204442,downregulated
ENSG00000084710,downregulated
ENSG00000236242,downregulated
ENSG00000115112,downregulated
ENSG00000226752,downregulated
ENSG00000159267,downregulated
ENSG00000131171,downregulated
ENSG00000240875,downregulated
ENSG00000157111,downregulated
ENSG00000162341,downregulated
ENSG00000135749,downregulated
ENSG00000104412,downregulated
ENSG00000182871,downregulated
ENSG00000183723,downregulated
ENSG00000172348,downregulated
ENSG00000155846,downregulated
ENSG00000179873,downregulated
ENSG00000160216,downregulated
ENSG00000198690,downregulated
ENSG00000143816,downregulated
ENSG00000226965,downregulated
ENSG00000144891,downregulated
ENSG00000233359,downregulated
ENSG00000106460,downregulated
ENSG00000251257,downregulated
ENSG00000151240,downregulated
ENSG00000261801,downregulated
ENSG00000146540,downregulated
ENSG00000114021,downregulated
ENSG00000261824,downregulated
ENSG00000248693,downregulated
ENSG00000139618,downregulated
ENSG00000100307,downregulated
ENSG00000160207,downregulated
ENSG00000072840,downregulated
ENSG00000031081,downregulated
ENSG00000106688,downregulated
ENSG00000172915,downregulated
ENSG00000125246,downregulated
ENSG00000196865,downregulated
ENSG00000187772,downregulated
ENSG00000049239,downregulated
ENSG00000139746,downregulated
ENSG00000114812,downregulated
ENSG00000117016,downregulated
ENSG00000197208,downregulated
ENSG00000151690,downregulated
ENSG00000144681,downregulated
ENSG00000106605,downregulated
ENSG00000151353,downregulated
ENSG00000103479,downregulated
ENSG00000251136,downregulated
ENSG00000185361,downregulated
ENSG00000152402,downregulated
ENSG00000245275,downregulated
ENSG00000196177,downregulated
ENSG00000113048,downregulated
ENSG00000147316,downregulated
ENSG00000148925,downregulated
ENSG00000188191,downregulated
ENSG00000114450,downregulated
ENSG00000171084,downregulated
ENSG00000271605,downregulated
ENSG00000116984,downregulated
ENSG00000136002,downregulated
ENSG00000150760,downregulated
ENSG00000107104,downregulated
ENSG00000111052,downregulated
ENSG00000152944,downregulated
ENSG00000186522,downregulated
ENSG00000118762,downregulated
ENSG00000139737,downregulated
ENSG00000138246,downregulated
ENSG00000263331,downregulated
ENSG00000110080,downregulated
ENSG00000165475,downregulated
ENSG00000250320,downregulated
ENSG00000157985,downregulated
ENSG00000184611,downregulated
ENSG00000275538,downregulated
ENSG00000104325,downregulated
ENSG00000130635,downregulated
ENSG00000163009,downregulated
ENSG00000004864,downregulated
ENSG00000035403,downregulated
ENSG00000166402,downregulated
ENSG00000099968,downregulated
ENSG00000158863,downregulated
ENSG00000174306,downregulated
ENSG00000085276,downregulated
ENSG00000092871,downregulated
ENSG00000165983,downregulated
ENSG00000187510,downregulated
ENSG00000139344,downregulated
ENSG00000146555,downregulated
ENSG00000138798,downregulated
ENSG00000139597,downregulated
ENSG00000278989,downregulated
ENSG00000075240,downregulated
ENSG00000184602,downregulated
ENSG00000158483,downregulated
ENSG00000136010,downregulated
ENSG00000115415,downregulated
ENSG00000170961,downregulated
ENSG00000267313,downregulated
ENSG00000275119,downregulated
ENSG00000279602,downregulated
ENSG00000063761,downregulated
ENSG00000223756,downregulated
ENSG00000112902,downregulated
ENSG00000135845,downregulated
ENSG00000200972,downregulated
ENSG00000226453,downregulated
ENSG00000244701,downregulated
ENSG00000163754,downregulated
ENSG00000068024,downregulated
ENSG00000136542,downregulated
ENSG00000197506,downregulated
ENSG00000176438,downregulated
ENSG00000136205,downregulated
ENSG00000144504,downregulated
ENSG00000124299,downregulated
ENSG00000233117,downregulated
ENSG00000164938,downregulated
ENSG00000261428,downregulated
ENSG00000259275,downregulated
ENSG00000188060,downregulated
ENSG00000259479,downregulated
ENSG00000052841,downregulated
ENSG00000119408,downregulated
ENSG00000096872,downregulated
ENSG00000182150,downregulated
ENSG00000237819,downregulated
ENSG00000109265,downregulated
ENSG00000115252,downregulated
ENSG00000145287,downregulated
ENSG00000101452,downregulated
ENSG00000235358,downregulated
ENSG00000186088,downregulated
ENSG00000048649,downregulated
ENSG00000148057,downregulated
ENSG00000023697,downregulated
ENSG00000106571,downregulated
ENSG00000255227,downregulated
ENSG00000144935,downregulated
ENSG00000183762,downregulated
ENSG00000099256,downregulated
ENSG00000057704,downregulated
ENSG00000124191,downregulated
ENSG00000173295,downregulated
ENSG00000185630,downregulated
ENSG00000244026,downregulated
ENSG00000250583,downregulated
ENSG00000153815,downregulated
ENSG00000140263,downregulated
ENSG00000214357,downregulated
ENSG00000278931,downregulated
ENSG00000261008,downregulated
ENSG00000182118,downregulated
ENSG00000198846,downregulated
ENSG00000154237,downregulated
ENSG00000169084,downregulated
ENSG00000125538,downregulated
ENSG00000233608,downregulated
ENSG00000270533,downregulated
ENSG00000197934,downregulated
ENSG00000196456,downregulated
ENSG00000087116,downregulated
ENSG00000150722,downregulated
ENSG00000226506,downregulated
ENSG00000104427,downregulated
ENSG00000234264,downregulated
ENSG00000171045,downregulated
ENSG00000091490,downregulated
ENSG00000127663,downregulated
ENSG00000117013,downregulated
ENSG00000166750,downregulated
ENSG00000117600,downregulated
ENSG00000143643,downregulated
ENSG00000278099,downregulated
ENSG00000130147,downregulated
ENSG00000119772,downregulated
ENSG00000165495,downregulated
ENSG00000166387,downregulated
ENSG00000163412,downregulated
ENSG00000109686,downregulated
ENSG00000154654,downregulated
ENSG00000184898,downregulated
ENSG00000111186,downregulated
ENSG00000246523,downregulated
ENSG00000225762,downregulated
ENSG00000144481,downregulated
ENSG00000160172,downregulated
ENSG00000125089,downregulated
ENSG00000149089,downregulated
ENSG00000250103,downregulated
ENSG00000106034,downregulated
ENSG00000124160,downregulated
ENSG00000262728,downregulated
ENSG00000108960,downregulated
ENSG00000165675,downregulated
ENSG00000227486,downregulated
ENSG00000134030,downregulated
ENSG00000237877,downregulated
ENSG00000162688,downregulated
ENSG00000048052,downregulated
ENSG00000110931,downregulated
ENSG00000231638,downregulated
ENSG00000112299,downregulated
ENSG00000224294,downregulated
ENSG00000136193,downregulated
ENSG00000125821,downregulated
ENSG00000170381,downregulated
ENSG00000165185,downregulated
ENSG00000172340,downregulated
ENSG00000157869,downregulated
ENSG00000114200,downregulated
ENSG00000232160,downregulated
ENSG00000169925,downregulated
ENSG00000102921,downregulated
ENSG00000152767,downregulated
ENSG00000198155,downregulated
ENSG00000102181,downregulated
ENSG00000226203,downregulated
ENSG00000144642,downregulated
ENSG00000146729,downregulated
ENSG00000138395,downregulated
ENSG00000131080,downregulated
ENSG00000146648,downregulated
ENSG00000118507,downregulated
ENSG00000068383,downregulated
ENSG00000225243,downregulated
ENSG00000137944,downregulated
ENSG00000104714,downregulated
ENSG00000104177,downregulated
ENSG00000168575,downregulated
ENSG00000089057,downregulated
ENSG00000197467,downregulated
ENSG00000229262,downregulated
ENSG00000132970,downregulated
ENSG00000265507,downregulated
ENSG00000172379,downregulated
ENSG00000160293,downregulated
ENSG00000002822,downregulated
ENSG00000138738,downregulated
ENSG00000148484,downregulated
ENSG00000070540,downregulated
ENSG00000165424,downregulated
ENSG00000226053,downregulated
ENSG00000106526,downregulated
ENSG00000120899,downregulated
ENSG00000133627,downregulated
ENSG00000277152,downregulated
ENSG00000225933,downregulated
ENSG00000179476,downregulated
ENSG00000259343,downregulated
ENSG00000254300,downregulated
ENSG00000196372,downregulated
ENSG00000056277,downregulated
ENSG00000245937,downregulated
ENSG00000175711,downregulated
ENSG00000141556,downregulated
ENSG00000280071,downregulated
ENSG00000227051,downregulated
ENSG00000227755,downregulated
ENSG00000151702,downregulated
ENSG00000134152,downregulated
ENSG00000249306,downregulated
ENSG00000229715,downregulated
ENSG00000156273,downregulated
ENSG00000255679,downregulated
ENSG00000173950,downregulated
ENSG00000222724,downregulated
ENSG00000168461,downregulated
ENSG00000172965,downregulated
ENSG00000078018,downregulated
ENSG00000102796,downregulated
ENSG00000273338,downregulated
ENSG00000132334,downregulated
ENSG00000108474,downregulated
ENSG00000258297,downregulated
ENSG00000109501,downregulated
ENSG00000072134,downregulated
ENSG00000123213,downregulated
ENSG00000236347,downregulated
ENSG00000038002,downregulated
ENSG00000150510,downregulated
ENSG00000069424,downregulated
ENSG00000184640,downregulated
ENSG00000132394,downregulated
ENSG00000011523,downregulated
ENSG00000112234,downregulated
ENSG00000137274,downregulated
ENSG00000149571,downregulated
ENSG00000136732,downregulated
ENSG00000133216,downregulated
ENSG00000179242,downregulated
ENSG00000074047,downregulated
ENSG00000235385,downregulated
ENSG00000273727,downregulated
ENSG00000227308,downregulated
ENSG00000201699,downregulated
ENSG00000275291,downregulated
ENSG00000130638,downregulated
ENSG00000274428,downregulated
ENSG00000249279,downregulated
ENSG00000248243,downregulated
ENSG00000133315,downregulated
ENSG00000188747,downregulated
ENSG00000178764,downregulated
ENSG00000119771,downregulated
ENSG00000130021,downregulated
ENSG00000254267,downregulated
